song_id	lyrics
5aXgz1oKK8Q9z9xvTmSnrO	"['[Intro: Maurette Brown & Trippie Redd]\nDJ on the beat so it\'s a banger\n(It ain\'t over, it ain\'t over)\n(It ain\'t over, it ain\'t over)\n(But the Impossible)\n\nYeah\n\n[Pre-Chorus]\nDon\'t talk to strangers\nSince a youngin\', I\'ve been totin\' bangers\nI might take that lil\' bitch to Topanga\nI said, ""Stop, little bitch, you in danger""\nYeah-eah, you in danger\nI might take your lil\' ass to Topanga\nJust don\'t move like no motherfuckin\' stranger\nKnow I tote bangers, boom-boom-boom-boom\nStop, you in danger\n\n[Chorus]\nI can take you to Topanga\nOpen my hand like Jesus and save ya\nKnow I\'m known to tote bangers\nSaid, ""Boom-boom-boom, you in danger""\nStop that now, you in danger\nStop right now, you in danger\nStop that now, you in danger\nStop right now, you in danger, yeah\n\n[Verse]\nBitch, I ain\'t goin\' for nothin\'\nGot this choppa on me, that I\'m bustin\'\nIf you run out on me, then I\'m gunnin\'\nHit you in your stomach, we tote \'em in public\nI said, ""We tote in public"", we tote them bitches in public\nRun out on me, then, bitch, well I\'m gunnin\'\nDrop down on a fuck ass nigga, nigga, yeah\nWe don\'t click with you bitch, nigga, yeah\nPull up with the choppa, he get hit, nigga, yeah\nGet off a nigga dick, nigga, yeah\nBig 14, TR66, nigga, yeah\nYou been caught up in the mix, nigga, yeah\nGot it lit in this bitch like a Bic, nigga, yeah\nKeep a Draco with some fuckin\' kick, nigga, yeah\nBoom-boom-boom-boom\nAin\'t talkin \'bout shit, nigga, yeah\n\n[Pre-Chorus]\nDon\'t talk to strangers\nSince a youngin\' I\'ve been totin\' bangers\nI might take that lil\' bitch to Topanga\nI said, ""Stop, little bitch, you in danger""\nYeah-eah, you in danger\nI might take your lil\' ass to Topanga\nJust don\'t move like no motherfuckin\' stranger\nKnow I tote bangers, boom-boom-boom-boom\nStop, you in danger\n\n[Chorus]\nI can take you to Topanga\nOpen my hands like Jesus and save ya\nKnow I\'m known to tote bangers\nSaid, ""Boo-boo-boom, you in danger""\nStop that now, you in danger\nStop right now, you in danger\nStop that now, you in danger\nStop right now, you in danger, yeah']"
7wC5eZcFS1Q1BsQ35DU6H4	"[""[Intro]\nHmm-mm\n\n[Verse 1]\nWake up and smell the coffee\nIs your cup half full or empty?\nWhen we talk, you say it softly\nBut I love it when you're awfully quiet\nHmm-mm, quiet\nHmm-mm\n\n[Pre-Chorus]\nYou see the piece of paper\nCould be a little greater\nShow me what you could make her\nYou'll never know until you try it\nHmm-mm\nAnd you don't have to keep it quiet\n\n[Chorus]\nAnd I know it makes you nervous\nBut I promise you, it's worth it\nTo show 'em everything you kept inside\nDon't hide, don't hide\nToo shy to say, but I hope you stay\nDon't hide away\nCome out and play\n\n[Verse 2]\nLook up, out of your window\nSee snow, won't let it in though\nLeave home, feel the wind blow\n'Cause it's colder here inside in silence\nAnd you don't have to keep it quiet\n\n[Chorus]\nYeah, I know it makes you nervous\nBut I promise you, it's worth it\nTo show 'em everything you kept inside\nDon't hide, don't hide\nToo shy to say but I hope you stay\nDon't hide away\nCome out and play""]"
04ZTP5KsCypmtCmQg5tH9R	"[""[Verse 1]\nEverything's been so messed up here lately\nPretty sure he don't wanna be my baby\nOh, he don't love me, he don't love me\nHe don't love me, he don't love me, but that's okay\n'Cause I love me, yeah, I love me\nYeah, I love me, yeah, I love myself anyway, hey\n\n[Pre-Chorus]\nEverything's gonna be alright\nEverything's gonna be okay\nIt's gonna be a good, good life\nThat's what my therapists say\nEverything's gonna be alright\nEverything's gonna be just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed, I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new\n\n[Verse 2]\nNobody shows up unless I'm paying\nHave a drink on me, cheers to the failing\nOh, he don't love me, he don't love me\nHe don't love me, he don't love me, but that's okay\n'Cause I love me, yeah, I love me\nYeah, I love me, yeah, I love myself anyway, hey\n\n[Pre-Chorus]\nEverything's gonna be alright\nEverything's gonna be okay\nIt's gonna be a good, good life\nThat's what my therapists say\nEverything's gonna be alright\nEverything's gonna be just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed, I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new\n\n[Bridge]\nEverything's gonna be alright, alright\nEverything's gonna be just fine, just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed (I'm obsessed), I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new (yeah)""]"
6CyJlVAEFlNdpggOLanytL	"[""[Verse 1]\nI'm a few drinks in, but that ain't the reason\nI'm all tongue-tied and my breath's leaving this fast\nI can't get past\nThose blue eyes shining\nThey keep drawing me in to you\nGot me fallin' off track\nYou get me like that\n\n[Chorus]\nYeah, I'm hangin' on, hangin' on\nTo every word you say\nEvery move you make\nI'm hangin' on, hangin' on\nWondering what's up next\nGirl, I can't wait\nAin't nothing like spinning you around the room\nWhere everyone can see\nYou hangin' on, hangin' on to me\n\n[Verse 2]\nIt ain't the song, and it ain't the playlist\nIt's every smile coming off of your sweet lips, yeah\nThat makes me wanna stay here\nNo, this ain't a one night, one time thing\nYou always light me up like a flame and it's clear\nEvery time you're near\n\n[Chorus]\nYeah, I'm hangin' on, hangin' on\nTo every word you say\nEvery move you make\nI'm hangin' on, hangin' on\nWondering what's up next\nGirl, I can't wait\nAin't nothing like spinning you around the room\nWhere everyone can see\nYou hangin' on, hangin' on to me\nYeah, you hangin' on to me\n\n[Bridge]\nSo let me pull you a little closer\nEven when the music's over\n\n[Chorus]\nI'll be hangin' on, hangin' on\nTo every word you say\nEvery move you make\nI'm hangin' on, hangin' on\nWondering what's up next\nGirl, I can't wait\nAin't nothing like spinning you around the room\nWhere everyone can see\nYou hangin' on, hangin' on to me\nYeah, you hangin' on to me""]"
4H0vNUFcHPz5lytcLjwqkr	"[""[Intro]\nLa-a-a-a-a-di-da\nLa-a-a-a-a-di-da\n\n[Verse 1]\nIf I had a dollar every time that I swore you off\nAnd a twenty every time that i picked up when you called\nAnd a crisp new Benjamin for when you're here then gone again\nAnd a dollar every time I was right about you after all\n\n[Chorus]\nBoy, I'd be rich, head to toe Prada\nBenz in the driveway, yacht in the water\nVegas at the Mandarin, high roller gambling\nMe and Diddy drippin' diamonds like Marilyn\nNo, I wouldn't be drowning in all your IOUs\nEvery promise you made me would have some real value\n'Cause all the little lies rolling off your lips\nIs money falling from the sky... Shit, I'd be rich\nLa-a-a-a-a-di-da\nI'd be rich\nLa-a-a-a-a-di-da\n\n[Verse 2]\nIf I had a dime every time that you crossed my mind\nWell, I'd basically be sitting on a big ass pile of dimes\nAnd all the times that you make my heart feel cheap\nI might as well have won the lottery\nAll of this pain and me cursing your name\nWould just turn into dollar signs\n\n[Chorus]\n'Cause I'd be rich, head to toe Prada\nBenz in the driveway, yacht in the water\nVegas at the Mandarin, high roller gambling\nMe and Diddy drippin' diamonds like Marilyn\nNo, I wouldn't be drowning in all your IOUs\nEvery promise you made me would have some real value\n'Cause all the little lies rolling off your lips\nIs money falling from the sky... Shit, I'd be rich\nLa-a-a-a-a-di-da\nI'd be rich\nLa-a-a-a-a-di-da\n\n[Bridge]\nTold myself I wouldn't do this again\nBut how much you wanna bet I'mma do this again?\n\n[Chorus]\nRich, head to toe Prada\nBenz in the driveway, yacht in the water\nVegas at the Mandarin, high roller gambling\nMe and Diddy drippin' diamonds like Marilyn\n\nNo, I wouldn't be drowning in all your IOUs\nEvery promise you made me would have some real value\n'Cause all the little lies rolling off your lips\nIs money falling from the sky... Shit, I'd be rich\nLa-a-a-a-a-di-da\nI'd be rich\nLa-a-a-a-a-di-da\n\n[Outro]\nI'd be rich\nLa-a-a-a-a-di-da\nI'd be rich\nLa-a-a-a-a-di-da""]"
2oPCR02nduYVpj7CTfsA0d	"['[Intro]\nBlue Tacoma, California\nRays of gold are shining on ya\n\n[Verse 1]\nWheels rolling on an old Toyota\nTwist top on a Sunkist soda\nYour brown hair in the west coast wind\nIf heaven is anywhere\n90’s hits at the top of our lungs\nShuffle landed on ""Still the One""\nMissing turns \'cause that\'s our song\nIf heaven is anywhere\n\n[Chorus]\nIt\'s in a blue Tacoma, California\nWhite magnolia in your hair\nRays of gold are shining on ya\nOoh, if heaven is anywhere\nIt\'s never running out of golden road\nAlways having your hand to hold\nIn a blue Tacoma, California\nOoh, if heaven is anywhere\nIt\'s right here\nBlue Tacoma, California\nRays of gold are shining on ya\n\n[Verse 2]\nRed sun melting to the blacktop\nDollar shades from a nowhere truck stop\nYour kiss and that coastline\nIf heaven is anywhere\nPull it over to the shoulder\nTo take it in\nAnd pull you closer\nLoving you longer than I ever did\nGoing places we never been\n\'Cause heaven\'s in\n\n[Chorus]\nA blue Tacoma, California\nWhite magnolia in your hair\nRays of gold are shining on ya\nOoh, if heaven is anywhere\nIt\'s never running out of golden road\nAlways having your hand to hold\nIn a blue Tacoma, California\nOoh, if heaven is anywhere\nIt\'s right here\n\n[Bridge]\nBlue Tacoma, California\nRays of gold are shining on ya\nIf heaven is anywhere\n\n[Chorus]\nIt\'s in a blue Tacoma, California\nWhite magnolia in your hair\nRays of gold are shining on ya\nOoh, if heaven is anywhere\nIt\'s never running out of golden road\nAlways having your hand to hold\nIn a blue Tacoma, California\nOoh, if heaven is anywhere\nIt\'s right here\nBlue Tacoma, California\nOoh, if heaven is anywhere\nRays of gold are shining on ya\n(I\'m always right here, always right here oh-oh, ooh)\nBlue Tacoma, California (Oh)\nRays of gold are shining on ya\nIf heaven is anywhere']"
7hDVYcQq6MxkdJGweuCtl9	"[""[Verse 1]\nI've been watchin' you for some time\nCan't stop starin' at those ocean eyes\nBurning cities and napalm skies\nFifteen flares inside those ocean eyes\nYour ocean eyes\n\n[Chorus]\nNo fair\nYou really know how to make me cry\nWhen you give me those ocean eyes\nI'm scared\nI've never fallen from quite this high\nFallin' into your ocean eyes\nThose ocean eyes\n\n[Verse 2]\nI've been walkin' through a world gone blind\nCan't stop thinkin' of your diamond mind\nCareful creature made friends with time\nYou left her lonely with a diamond mind\nAnd those ocean eyes\n\n[Chorus]\nNo fair (No fair)\nYou really know how to make me cry\nWhen you give me those ocean eyes (Those ocean eyes)\nI'm scared (I'm scared)\nI've never fallen from quite this high\nFallin' into your ocean eyes\nThose ocean eyes\n\n[Instrumental Break]\n\n[Chorus]\nNo fair\nYou really know how to make me cry\nWhen you give me those ocean eyes\nI'm scared\nI've never fallen from quite this high\nFallin' into your ocean eyes\nThose ocean eyes""]"
7zLYKWcXnYeHHWidalz7rj	"[""[Intro]\nUghh\nYeah, yeah\nAyy Royce, you did it right here\n\n[Pre-Hook]\nI was broke now a young nigga flexed up\nIn a foreign switchin' lanes you can’t catch up\nYou was hatin’ but you switched up cause I’m next up\nI got lean and some forty in my red cup\n\n[Hook]\nBitches changed and act like I ain’t noticed\nGettin’ money nigga that’s my main focus\nWit .223 and you act like you don’t know this\nBro popped a bean, me and my niggas always rollin'\n\n[Verse 1]\nYour hoe tweaking\nMe and KK Wok, we always geekin' (Always)\nLeakin, yeah my fours leave yo body leaking\nI be road runnin' every season (Every season)\nAnd I just count the bands, my neck is freezin'\nMe, JD, linked with South End, we was thuggin' (We was thuggin')\nOutside totin rachets, holdin' on the work we runnin' (Holdin' on)\nNow we counting bands yeah my niggas always thumbin'\nAnd we don’t give a fuck cause my niggas always drummin'\nI was watching, steady plottin', pistol totin'\nMixing beans with my lean, that shit had me floating\nI was broke now I'm eating, stomach feeling bloated\nI been showed you how to flex\nYoung nigga wrote it (How to flex)\n\n[Pre-Hook]\nI was broke now a young nigga flexed up\nIn a foreign switchin' lanes you can’t catch up\nYou was hatin’ but you switched up cause I’m next up\nI got lean and some forty in my red cup\n\n[Hook]\nBitches changed and act like I ain’t noticed\nGettin’ money nigga that’s my main focus\nWit .223 and you act like you don’t know this\nBro popped a bean man my niggas always rollin'\n\n[Verse 2]\nI was just a young nigga waiting (We were waitin')\nBut now we up, no worries, getting faded\nPlayin', swear these bitches, they always playing\nSaying, I could give a fuck about what you saying\nGrew up 50th avenue\nTweakers layed up next to dude\nNeed a bigger revenue\nSo I stayed tryna sell to you\nNiggas always testing me, so I stay with that .32 (With the 32)\nYou can’t roll with bros and me, 'cause we gon' blast that .22 (Brrat)\nYeah, you know\nI said you know yeah\nI turn heads when I, roll through yeah\nYou know I'm with the, with the crew yeah\nCircle small so it’s just 2x2, yeah\n\n[Pre-Hook]\nI was broke now a young nigga flexed up\nIn a foreign switchin' lanes you can’t catch up\nYou was hatin’ but you switched up cause I’m next up\nI got lean and some forty in my red cup\n\n[Hook]\nBitches changed and act like I ain’t noticed\nGettin’ money nigga that’s my main focus\nWit .223 and you act like you don’t know this\nBro popped a bean man my niggas always rollin'""]"
1wjzFQodRWrPcQ0AnYnvQ9	"[""[Verse 1]\nTo be young and in love in New York City\nTo not know who I am but still know that I'm good long as you're here with me\nTo be drunk and in love in New York City\nMidnight into morning coffee, burning through the hours talking\nDamn\n\n[Chorus]\nI like me better when I'm with you\nI like me better when I'm with you\nI knew from the first time, I'd stay for a long time, 'cause\nI like me better when, I like me better when I'm with you\n\n[Verse 2]\nI don't know what it is but I got that feeling\nWaking up in this bed next to you swear the room, yeah, it got no ceiling\nIf we lay, let the day just pass us by\nI might get to too much talking, I might have to tell you something\nDamn\n\n[Chorus]\nI like me better when I'm with you\nI like me better when I'm with you\nI knew from the first time, I'd stay for a long time, 'cause\nI like me better when, I like me better when I'm with you\n\n[Bridge]\nStay awhile, stay awhile\nStay here with me\nStay awhile, stay awhile, oh\nStay awhile, stay awhile\nStay here with me\nLay here with me, ooh\n\n[Chorus]\nI like me better when I'm with you (yes I do, yes I do, babe)\nI like me better when I'm with you (oooh noo)\nI knew from the first time, I'd stay for a long time, 'cause\nI like me better when, I like me better when I'm with you\n\n[Outro]\n(I like me, I like me)\n(Look who you made me, made me, oh noo)\nBetter when\nI like me better when I'm with you""]"
3ee8Jmje8o58CHK66QrVC2	"[""[Intro]\nYeah\n\n[Chorus]\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\n[Verse]\nI gave her everything\nShe took my heart and left me lonely\nI think broken heart's contagious\nI won't fix, I'd rather weep\nI'm lost then I'm found\nBut it's torture bein' in love\nI love when you're around\nBut I fuckin' hate when you leave\n\n[Chorus]\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah\n\n[Instrumental Bridge]\n\n[Chorus]\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah\nWho am I? Someone that's afraid to let go, uh\nYou decide if you're ever gonna let me know (Yeah)\nSuicide if you ever try to let go, uh\nI'm sad, I know, yeah, I'm sad, I know, yeah""]"
3z8h0TU7ReDPLIbEnYhWZb	"[""[Intro]\nIs this the real life? Is this just fantasy?\nCaught in a landslide, no escape from reality\nOpen your eyes, look up to the skies and see\nI'm just a poor boy, I need no sympathy\nBecause I'm easy come, easy go, little high, little low\nAny way the wind blows doesn't really matter to me, to me\n\n[Verse 1]\nMama, just killed a man\nPut a gun against his head, pulled my trigger, now he's dead\nMama, life had just begun\nBut now I've gone and thrown it all away\nMama, ooh, didn't mean to make you cry\nIf I'm not back again this time tomorrow\nCarry on, carry on as if nothing really matters\n\n[Verse 2]\nToo late, my time has come\nSends shivers down my spine, body's aching all the time\nGoodbye, everybody, I've got to go\nGotta leave you all behind and face the truth\nMama, ooh (Anyway the wind blows)\nI don't wanna die\nI sometimes wish I'd never been born at all\n\n[Verse 3]\nI see a little silhouetto of a man\nScaramouche, Scaramouche, will you do the Fandango?\nThunderbolt and lightning, very, very frightening me\n(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico\nBut I'm just a poor boy, nobody loves me\nHe's just a poor boy from a poor family\nSpare him his life from this monstrosity\nEasy come, easy go, will you let me go?\nBismillah! No, we will not let you go\n(Let him go!) Bismillah! We will not let you go\n(Let him go!) Bismillah! We will not let you go\n(Let me go) Will not let you go\n(Let me go) Will not let you go\n(Let me go) Ah\nNo, no, no, no, no, no, no\n(Oh, mamma mia, mamma mia) Mamma mia, let me go\nBeelzebub has a devil put aside for me, for me, for me!\n\n[Verse 4]\nSo you think you can stone me and spit in my eye?\nSo you think you can love me and leave me to die?\nOh, baby, can't do this to me, baby!\nJust gotta get out, just gotta get right outta here!\n\n[Outro]\nNothing really matters, anyone can see\nNothing really matters\nNothing really matters to me\nAny way the wind blows""]"
1XJBDDpeuZaj5fvmwhdIMw	"[""[Intro]\nYou know, me, I ain't doing no Tweetin’ (Glee)\nI ain't doin' no Tweetin’\nSniper Gang, Kodak\n\n[Chorus]\nI'm on house arrest but I'ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain't say nothin'\nI ain’t trippin, I’ma get him when that day come\nI'm on house arrest but I’ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain’t say nothin'\nI ain't trippin', I'ma get him when that day come\n\n[Verse 1]\nI'ma lay on lil' buddy for 'bout eight months\nIf I whack him now, everybody gon' say somethin'\nHe tryna cop deuces, I don't tolerate none\nHe tried to pull up to the corner but he can't come\nYeah, we ran down fooly, he a wankster\nHe portrayin' to the media he gangsta\nThat pussy bitin', got me thinkin' about a ring or some'\nThat pussy bitin', make a nigga wanna sing or some'\nLil' cracker fucked up and then he put a bracelet on\nSo I'm slidin' in a Tahoe with a ray gun\nI'm gettin' the money, I ain't even gotta pay for it\nThat pussy so good, I give her everything she want\n\n[Chorus]\nI'm on house arrest but I'ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain't say nothin'\nI ain't trippin, I'ma get him when that day come\nI'm on house arrest but I'ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain't say nothin'\nI ain't trippin', I'ma get him when that day come\n\n[Verse 2]\nNiggas gettin' kidnapped just to show you that it's real\nNiggas gettin' snatched, showin' you niggas know right where you live\nWhen you dissin' me, nigga, that better be really how you feel\n'Cause I ain't takin' no apologies, I don't care if it's sincere\nI'm on 1800 block, still posted with the steel\nI don't even care, I got a couple mill' still in the field\nI'm a bussiness man, how I give a pussy nigga the deal\nLike an engineer, I give a pussy nigga the drill\nI be lovin' when we vibin', I be lovin' when we chill\nAnd that pussy so damn good, it make a nigga shed a tear\nSlidin' lowkey booted, he a shooter, I recruited him\nBetter keep that toolie if he move then you shootin' him\nGlee\n\n[Chorus]\nI'm on house arrest but I'ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain't say nothin'\nI ain't trippin, I'ma get him when that day come\nI'm on house arrest but I'ma take one\nThat pussy bitin', so I paid to get her lace done\nThat nigga dissin' on the 'Gram, but I ain't say nothin'\nI ain't trippin', I'ma get him when that day come""]"
2VX37A1p7tkvrH2UJwAU0T	"['[Intro]\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\n\n[Verse 1]\nI\'ve seen the Joshua Tree\nGot down on my knees\nThrew the Virgin Mother a prayer\nI\'ve walked glass barefooted\nStrolled \'cross the devil\'s hot coal\nI\'ve tried everything, I swear\n\n[Chorus]\nOh, but hey (hey) what can I say?\nI\'m a desperate man\nI said hey (hey) what can I say?\nI\'m just a desperate man\n\n[Post-Chorus]\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\n\n[Verse 2]\nFortuneteller told me\n""No more last chances\nYou got no future at all""\nOh, but I ain\'t listenin\'\nYou black-hearted gypsy\nWith a crucifix through her bedroom wall\n\n[Chorus]\nHey (hey) what can I say?\nI\'m a desperate man\nI said hey (hey) what can I say?\nI\'m just a desperate man\n\n[Post-Chorus]\nOh, yeah\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\n\n[Bridge]\nYeah, I\'m a half-cock, full-tilt, scarred-hands-to-the-hilt\nDon\'t-push-me grown-ass man\nYeah, flashin\' light caution, careful where ya cross son\n\'Til she comes back again\n\n[Chorus]\nYeah, hey (hey) what can I say?\nI\'m a desperate man\nOh, hey (hey) what can I say?\nI\'m just a desperate man\nOh, hey (hey) I said hey (hey)\nWoah, what can I say? I\'m a desperate man\nOh, hey (hey) I said hey (hey)\nI\'m just a desperate man\n\n[Post-Chorus]\nOh, yeah\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nGrown-ass man\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\n\n[Outro]\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo\nBoo, boo, boo-boo-boo-boo-boo']"
4u8Gkqyg87iGSW3hQbbnQZ	['[Verse 1: Jack]\nUsed to keep it cool\nUsed to be a fool\nAll about the bounce in my step\nWatch it on the news\nWhatcha gonna do?\nI could hit refresh and forget\nUsed to keep it cool\n\n[Verse 2: Jack]\nShould I keep it light?\nStay out of the fight?\nNo one’s gonna listen to me\nIf I write a song\nPreaching what is wrong\nWill they let me sing on TV?\nShould I keep it light?\nIs that right?\n\n[Chorus]\nWay up way up we go\nBeen up and down that road\nWay up way up, oh no\nWe gon’ burn the whole house down\nWatch me stand in the line\nYou’re only serving lies\nYou’ve got something to hide\nWe gon’ burn the whole house down\nWe gon’ burn the whole house down\n\n[Verse 3: Jack]\nYeah, used to let it go\nWalk into the show\nGawking at the tricks up your sleeve\nToo good to be truth-\nFull, I’m in a room\nFull of entertainers and thieves\nUsed to let it go\nWoah, oh no\n(Woah, oh no)\n\n[Chorus]\nWay up way up we go\nBeen up and down that road\nWay up way up, oh no\nWe gon’ burn the whole house down\nWatch me stand in the line\nYou’re only serving lies\nYou’ve got something to hide\nWe gon’ burn the whole house down\nWe gon’ burn the whole house down\n\n[Bridge: Jack]\n(We gon’ burn the whole house down)\nShould I hang my head low?\nShould I bite my tongue?\nOr should I march with every stranger from Twitter to get shit done?\nUsed to hang my head low\nNow I hear it loud\nEvery stranger from Twitter is gonna burn this down\n\n[Chorus]\nWay up way up we go\nBeen up and down that road\nWay up way up, oh no\nWe gon’ burn the whole house down\nWatch me stand in the line (whoa oh)\nYou’re only serving lies (yeah)\nYou’ve got something to hide\nWe gon’ burn the whole house down\nWoah oh, yeah\nWe gon’ burn the whole house down\nWe burn it down, we burn it down\nWe gon’ burn the whole house down']
0AcicReEGm1qcENjqzh1Tg	"[""[Chorus]\nShawty, do not play no games with me\nYeah, that shit is lame to me\nSpend every night and every day with me\nWe gon' be aight just take the pain with me, yeah\nBaby stay with me\nYeah, baby stay with me\nYeah, baby stay with me\nYeah, baby stay with me, yeah\n\n[Verse]\nYour love, is a drug, I'd like to try today\nYour love, from above, I need it always\nYou the reason why I'm waking up smiling\nI could really give two fucks about a diamond\nNo matter what, when we together, bae we shining\nTo the top, baby, we climbing, yeah\nYou ain't going nowhere\nYou ain't going nowhere, yeah\nYou ain't going nowhere\nYou ain't going nowhere\nYou ain't going nowhere\n\n[Chorus]\nShawty, do not play no games with me\nYeah, that shit is lame to me\nSpend every night and every day with me\nWe gon' be aight just take the pain with me, yeah\nBaby stay with me\nYeah, baby stay with me\nYeah, baby stay with me\nYeah, baby stay with me, yeah""]"
2RSHsoi04658QL5xgQVov3	"[""[Verse 1]\nOh, hush, my dear, it's been a difficult year\nAnd terrors don’t prey on innocent victims\nTrust me, darlin', trust me darlin'\nIt’s been a loveless year\nI'm a man of three fears:\nIntegrity, faith, and crocodile tears\nTrust me, darlin', trust me, darlin'\n\n[Pre-Chorus]\nSo look me in the eyes (Eyes), tell me what you see (You see)\nPerfect paradise (—Dise), tearin' at the seams (Seams)\nI wish I could escape it (Escape), I don't wanna fake it\nWish I could erase it (Erase), make your heart believe\n\n[Chorus]\nBut I'm a bad liar, bad liar\nNow you know, now you know\nI'm a bad liar, bad liar\nNow you know, you’re free to go\n\n[Verse 2]\nDid all my dreams never mean one thing?\nDoes happiness lie in a diamond ring?\nOh, I’ve been askin' for—\nOh, I’ve been askin' for problems, problems, problems\nI wage my war, on the world inside\nI take my gun to the enemy's side\nOh, I've been askin’ for— (Trust me, darlin')\nOh, I've been askin' for (Trust me, darlin') problems, problems, problems\n\n[Pre-Chorus]\nSo look me in the eyes (Eyes), tell me what you see (You see)\nPerfect paradise (—Dise), tearin' at the seams (Seams)\nI wish I could escape it (Escape), I don't wanna fake it\nWish I could erase it (Erase), make your heart believe\n\n[Chorus]\nBut I'm a bad liar, bad liar\nNow you know, now you know\nI'm a bad liar, bad liar\nNow you know, you're free to go\n\n[Bridge]\nI can't breathe, I can't be\nI can't be what you want me to be\nBelieve me, this one time\nBelieve me\n\n[Chorus]\nI'm a bad liar, bad liar\nNow you know, now you know\nI'm a bad liar, bad liar\nNow you know, you're free to go\n\n[Outro]\nOh-oh-oh\nPlease believe me\nPlease believe me""]"
2rbDhOo9Fh61Bbu23T2qCk	"[""[Verse 1]\nThat Arizona sky\nBurnin' in your eyes\nYou look at me and babe, I wanna catch on fire\nIt’s buried in my soul\nLike California gold\nYou found the light in me that I couldn’t find\n\n[Chorus]\nSo when I'm all choked up and I can't find the words\nEvery time we say goodbye, baby, it hurts\nWhen the sun goes down\nAnd the band won't play\nI'll always remember us this way\n\n[Verse 2]\nLovers in the night\nPoets tryna write\nWe don't know how to rhyme, but damn, we try\nBut all I really know\nYou're where I wanna go\nThe part of me that's you will never die\n\n[Chorus]\nSo when I'm all choked up and I can't find the words\nEvery time we say goodbye, baby, it hurts\nWhen the sun goes down\nAnd the band won't play\nI'll always remember us this way\n\n[Bridge]\nOh yeah\nI don't wanna be just a memory, baby, yeah\nHoo, hoo, hoo, hoo, hoo, hoo\nHoo, hoo, hoo, hoo, hoo, hoo\nHoo, hoo, hoo, hoo, hoo hoo hooooooooo\n\n[Chorus]\nSo when I'm all choked up and I can't find the words\nEvery time we say goodbye, baby, it hurts\nWhen the sun goes down and the band won't play\nI'll always remember us this way\nWay yeah\n\n[Outro]\nWhen you look at me and the whole world fades\nI'll always remember us this way\n\n[Outro]\nOooh, oooh, hmmmm\nOooh, oooh, hmmmm""]"
